"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1568233","2015-05-25 10:16:12","1301033","2.6300","159","63","E","5","<p>Which of these would most likely cause a&nbsp;<strong>low&nbsp;output&nbsp;</strong>heart failure?</p>","<p>Anaemia (severe)</p>","<p>Arteriovenous malformations/ fistulae</p>","<p>Beri-beri</p>","<p>Hyperthyroidism/ Thyrotoxicosis&nbsp;</p>","<p>Hypertrophic Cardiomyopathy</p>","<p>Certain medical conditions increase demands on cardiac output, causing a clinical picture of heart failure and this is known as high-output cardiac failure. The primary abnormality is not the heart and the heart failure is reversible with treatment. Low-output failure is where cardiac output is inadequate to perfuse the body (ie ejection fraction &lt;40%), or can only be adequate with high filling pressures.</p><p>&nbsp;</p><p><strong>High-output heart failure</strong> : This type of heart failure occurs when the cardiac output is normal or high, but demand for blood flow is abnormally high and the heart is unable to satisfy the demand.</p><p><strong>Low-output failure</strong> : This type of heart failure occurs when the c ardiac output is low, but demand for blood flow is normal and the heart is unable to satisfy this demand.</p><p>&nbsp;</p><p><strong>High-output failure causes</strong> - this occurs when cardiac output is normal or increased in the face of much increased needs. It can occur with a normal heart, but even earlier if there is heart disease. Causes include:</p><ul><li>Anaemia.</li><li>Pregnancy.</li><li>Hyperthyroidism.</li><li>Paget's disease of bone.</li><li>Arteriovenous malformations.</li><li>Beriberi.</li></ul><p><strong>Causes of low output heart failure:</strong></p><p>Coronary heart disease and hypertension are the most common causes of heart failure in the UK.</p><p>Valve heart disease - approximately 10% of cases:</p><ul><li>Aortic stenosis can cause left ventricular hypertrophy (LVH) due to chronic excessive afterload.</li><li>Aortic or mitral regurgitation, atrial septal defect (ASD), ventricular septal defect (VSD) and tricuspid incompetence cause excessive preload.</li></ul><p>Heart failure secondary to myocardial disease:</p><ul><li>Coronary heart disease (myocardial infarction (MI) and ischaemia, arrhythmias, eg atrial fibrillation (AF), heart block).</li><li>Hypertension (increased vascular resistance, often with LVH but preserved ejection fraction).</li><li>Cardiomyopathies.</li><li>Drugs, eg betablockers, calcium antagonists, anti-arrhythmics, cytotoxics.</li><li>Toxins, eg alcohol, cocaine, mercury, cobalt, arsenic.</li><li>Endocrine, eg diabetes, hypothyroidism, hyperthyroidism, Cushing's syndrome, adrenal insufficiency, excessive growth hormone, phaeochromocytoma.</li><li>Nutritional, eg deficiencies of thiamine, selenium, carnitine, and obesity, cachexia.</li><li>Infiltrative, eg sarcoidosis, amyloidosis, haemochromatosis, L&ouml;ffler's eosinophilia, connective tissue disease.</li><li>Infective eg Chagas' disease, HIV.</li></ul><p>&nbsp;</p>","Cardiology, Case 15, Heart failure"
"1568242","2015-05-25 10:22:38","1301033","3.1700","162","65","D","5","<p>Which of these is a branch of the splenic artery in most individuals?</p>","<p>Cystic artery</p>","<p>Gastroduodenal artery</p>","<p>Left gastric artery</p>","<p>Short gastric artery</p>","<p>Superior pancreatic artery</p>","<p><img src=""http://3.bp.blogspot.com/-lwb4iJBNafQ/Tc5eHwOTsBI/AAAAAAAAAug/6JLX3X7ICyc/s1600/Coelomic+trunk.jpg"" alt="""" width=""800"" height=""600"" /></p><p><img src=""http://1.bp.blogspot.com/-m5fi1RsNKVo/Tal699DS4SI/AAAAAAAADkg/gchRf5oHwC4/s1600/Celiac%2Btrunk.png"" alt="""" width=""1049"" height=""757"" /></p><p><img src=""http://lunar.thegamez.net/lactoseidea/gluten-intolerance-symptoms/celiac-disease-cd-also-called-gluten-intolerance-coeliac-disease-852x652.jpg"" alt="""" width=""852"" height=""652"" /></p>","Anatomy, Case 10, Year 1 Revision"
"1568268","2015-05-25 10:37:58","1301033","3.0700","184","88","D","5","<p>In heart failure, compensatory mechanisms take place to maintain cardiac output and peripheral perfusion. As heart failure progresses these mechanisms become overwhelmed and thus become pathological and lead to cardiac decompensation.&nbsp;</p><p>&nbsp;</p><p>Which of these options correctly describes one of these mechansims that becomes a pathophysiological change in heart failure?</p>","<p>Decreased collagen synthesis</p>","<p>Decreased ANP secretion&nbsp;</p>","<p>Parasympathetic stimulation&nbsp;</p>","<p>Ventricular dilatation</p>","<p>Myocyte atrophy</p>","<p><img src=""http://www.learntheheart.com/assets/1/7/MainFCKEditorDimension/CHF-Pathophys.png"" alt="""" width=""784"" height=""600"" /></p><p>&nbsp;</p><p>The pathophysiological changes listed in Essential clinical:</p><ul><li>ventricular dilatation</li><li>myocyte hypertrophy</li><li>increased collagen synthesis</li><li>altered myosin gene expression</li><li>altered SR Ca2+ ATPase (SERCA) density</li><li>increased ANP secretion</li><li>Salt and water retention</li><li>SNS stimulation</li><li>Peripheral vasoconstriction&nbsp;</li></ul><p><img src=""http://image.slidesharecdn.com/chfbysayamdeeproyb-141206081752-conversion-gate01/95/chf-by-sayamdeep-roy-bpharm-6-638.jpg?cb=1417854038"" alt="""" width=""638"" height=""479"" /></p>","Cardiology, Case 15, Heart, Heart failure"
"1568273","2015-05-25 10:44:02","1302326","3.1300","180","78","B","5","<p>David, aged 73, recently came into A&amp;E with decompensation of heart failure. He had developed AF.&nbsp;</p><p>&nbsp;</p><p>He has a BMI of 32, and his heart failure developed after coronary artery disease and hypertension led to an MI.</p><p>&nbsp;</p><p>He is also being treated with metformin for type 2 diabetes.&nbsp;</p><p>&nbsp;</p><p>What is his CHA2DS2VASc Score?&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p>4</p>","<p>5</p>","<p>6</p>","<p>7</p>","<p>8</p>","<p><strong>C - Congestive Heart Failure</strong></p><p><strong>H - Hypertension</strong></p><p>A (2) - aged 75 or over</p><p><strong>D - Diabetes Mellitus&nbsp;</strong></p><p>S (2) - Previous Stroke or Thromboembolism</p><p><strong>V - Vascular Disease</strong></p><p><strong>A - &nbsp;Aged between 65 and 74</strong></p><p>Sc - gender: female</p>","Case 17, Heart, Heart failure"
"1568299","2015-05-25 11:01:27","1302326","3.0100","164","73","D","5","<p>Which hormone stimulates milk secretion during lactogenesis?</p>","<p>Oestrogen</p>","<p>Progesterone</p>","<p>Human Placental Lactogen</p>","<p>Prolactin</p>","<p>Oxytocin</p>","<p>Lactogenesis occurs from 4 months into a pregnancy.&nbsp;</p><p>&nbsp;</p><p>Prolactin acts as a gene activator, upregulating expression of milk proteins.&nbsp;</p><p>This causes secretion of small volumes of milk which are reabsorbed prior to birth.&nbsp;</p><p>High levels of progesterone and oestrogen inhibit the production of larger volumes of milk.</p><p>&nbsp;</p><p>Progesterone, Oestrogen and hPL along with growth hormone all stimulate different aspects of mammogenesis during both puberty and the early stages of pregnancy.&nbsp;</p><p>Oxytocin is responsible for the milk let-down (aka milk ejection) reflex.&nbsp;</p>","Breast, Physiology, Pregnancy, Case 8"
"1568308","2015-05-25 11:06:14","1302326","2.9500","179","77","A","5","<p>Which immunoglobulin is found in colostrum?&nbsp;</p>","<p>IgA</p>","<p>IgD</p>","<p>IgE</p>","<p>IgG</p>","<p>IgM</p>","","Immunology, Baby, Breast, Pregnancy, Case 8"
"1568312","2015-05-25 11:08:01","1302326","3.0500","184","77","D","5","<p>Which immunoglobulin can cross the placenta?</p>","<p>IgA</p>","<p>IgD</p>","<p>IgE</p>","<p>IgG</p>","<p>IgM</p>","","Immunology, Baby, Pregnancy, Case 8"
"1568324","2015-05-25 11:13:54","1302326","3.0300","169","76","D","5","<p>Which hormone is NOT involved in the development of the breasts, a process known as mammogenesis?</p>","<p>Oestrogen</p>","<p>Progesterone</p>","<p>Human Placental Lactogen</p>","<p>Oxytocin</p>","<p>Growth Hormone</p>","<p>Oxytocin instead stimulates the 'milk let-down reflex' aka the 'milk ejection reflex'.&nbsp;</p><p>&nbsp;</p><p>During Puberty (mammogenesis 1):</p><ul><li>Growth Hormone stimulates lactiferous duct growth and branching.&nbsp;</li><li>Progesterone stimulates the development of glandular tissue which become the alveoli.&nbsp;</li><li>Oestrogen stimulates fat depostition.&nbsp;</li></ul><p>&nbsp;</p><p>During Pregnancy (mammogenesis 2):</p><ul><li>Oestrogen stimulates hypertrophy of the ducts</li><li>Oestrogen and progesterone stimulate hypertrophy of the alveoli.&nbsp;</li><li>hPL (and possibly prolactin) also contribute.&nbsp;</li><li>Montgomery Tubercles (sebaceous glands found in the alveoli) develop.&nbsp;</li></ul><p>&nbsp;</p>","Baby, Breast, Physiology, Pregnancy, Case 8"
"1568335","2015-05-25 11:27:17","1301033","2.8300","172","78","C","5","<p>In heart failure one of the following receptors is down-regulated, most likely due to intense SNS activation. This down-regulation leads to imparied myocyte contractility and increased heart rate. Which receptor is down-regulated?</p>","<p>AT1</p>","<p>AT2</p>","<p>Beta-1</p>","<p>Beta-2</p>","<p>M2</p>","<p>The angiotensin receptors are a class of G protein-coupled receptors with angiotensin II as their ligands. They are important in the renin-angiotensin system: are responsible for the signal transduction of the vasoconstricting stimulus of the main effector hormone, angiotensin II</p><p>&nbsp;</p><p><strong>AT1</strong>: angiotensin II type 1 receptor.&nbsp;The AT1 subtype is found in the heart, blood vessels, kidney, adrenal cortex, lung and brain and mediates the vasoconstrictor effects.&nbsp;</p><p>The angiotensin receptor 1 is activated by the vasoconstricting peptide angiotensin II. The activated receptor in turn couples to Gq/11 and Gi/o and thus activates phospholipase C and increases the cytosolic Ca2+ concentrations, which in turn triggers cellular responses such as stimulation of protein kinase C. Activated receptor also inhibits adenylate cyclase and activates various tyrosine kinases.<br />Effects mediated by the AT1 receptor include vasoconstriction, aldosterone synthesis and secretion, increased vasopressin secretion, cardiac hypertrophy, augmentation of peripheral noradrenergic activity, vascular smooth muscle cells proliferation, decreased renal blood flow, renal renin inhibition, renal tubular sodium reuptake, modulation of central sympathetic nervous system activity, cardiac contractility, central osmocontrol and extracellular matrix formation</p><p>&nbsp;</p><p><strong>AT2</strong>: angiotensin II type 2 receptor.&nbsp;AT2 receptors are more plentiful in the fetus and neonate. The AT2 receptor remains enigmatic and controversial &ndash; is probably involved in vascular growth. Effects mediated by the AT2 receptor are suggested to include inhibition of cell growth, fetal tissue development, modulation of extracellular matrix, neuronal regeneration, apoptosis, cellular differentiation, and maybe vasodilation and left ventricular hypertrophy</p><p>&nbsp;</p><p><strong>B1:&nbsp;</strong>make up 70% cardiac beta receptors. Is a G-protein coupled receptor associated with the Gs heterotrimeric G-protein and is expressed predominantly in cardiac tissue. Gs renders adenylate cyclase activated, resulting in increase of cAMP.&nbsp;Specific actions of the &beta;1 receptor include:</p><ul><li>Increase cardiac output by increasing heart rate (positive chronotropic effect), conduction velocity (positive dromotropic effect), and stroke volume (by enhancing contractility&mdash;positive inotropic effect).</li><li>Increase renin secretion from juxtaglomerular cells of the kidney.</li><li>Increase ghrelin secretion from the stomach</li></ul><p>&nbsp;</p><p><strong>B2:&nbsp;</strong>This receptor is directly associated with one of its ultimate effectors, the class C L-type calcium channel CaV1.2. This receptor-channel complex is coupled to the Gs G protein, which activates adenylyl cyclase, catalysing the formation of cyclic adenosine monophosphate (cAMP) which then activates protein kinase A, and the counterbalancing phosphatase PP2A. The assembly of the signaling complex provides a mechanism that ensures specific and rapid signaling. A two-state biophysical and molecular model has been proposed to account for the pH and REDOX sensitivity of this and other GPCRs.&nbsp;responsible for many things including these cardiac/vascular responses:</p><ul><li>Heart muscle contraction</li><li>Increase cardiac output (minor degree compared to &beta;1).</li><li>Increase heart rate in sinoatrial node (SA node) (chronotropic effect).</li><li>Increase atrial cardiac muscle contractility. (inotropic effect).</li><li>Increases contractility and automaticity of ventricular cardiac muscle.</li><li>Dilate hepatic artery.</li><li>Dilate arterioles to skeletal muscle</li></ul><p>&nbsp;</p><p><strong>M2</strong>: muscarinic ACh receptor in heart, found to&nbsp;slow heart rate,&nbsp;reduce contractile forces of atrium,&nbsp;reduce conduction velocity of AV node,&nbsp;cause&nbsp;homotropic inhibition.&nbsp;The M2 muscarinic receptors are located in the heart, where they act to slow the heart rate down to normal sinus rhythm after stimulatory actions of the sympathetic nervous system, by slowing the speed of depolarization. They also reduce contractile forces of the atrial cardiac muscle, and reduce conduction velocity of the atrioventricular node (AV node). However, they have no effect on the contractile forces of the ventricular muscle.</p>","Cardiology, Case 15, Heart, Heart failure"
"1568402","2015-05-25 11:55:20","1301033","2.8500","164","66","E","5","<p>Which of the following can cause cardiomyopathy?</p>","<p>Genetic conditions</p>","<p>Metabolic disorders, such as obesity, thyroid disease or diabete</p>","<p>Use of cocaine, amphetamines or anabolic steroids</p>","<p>Valvular disease</p>","<p>All of the above</p>","<p>Often, the cause of the cardiomyopathy is unknown. In some people, however, doctors are able to identify some contributing factors.</p><p>Possible causes of cardiomyopathy include:</p><ul><li>Genetic conditions</li><li>Long-term high blood pressure</li><li>Heart tissue damage from a previous heart attack</li><li>Chronic rapid heart rate</li><li>Heart valve problems</li><li>Metabolic disorders, such as obesity, thyroid disease or diabetes</li><li>Nutritional deficiencies of essential vitamins or minerals, such as thiamin (vitamin B-1)</li><li>Pregnancy complications</li><li>Drinking too much alcohol over many years</li><li>Use of cocaine, amphetamines or anabolic steroids</li><li>Use of some chemotherapy drugs and radiation to treat cancer</li><li>Certain infections, which may injure the heart and trigger cardiomyopathy</li><li>Iron buildup in your heart muscle (hemochromatosis)</li><li>A condition that causes inflammation and can cause lumps of cells to grow in the heart and other organs (sarcoidosis)</li><li>A disorder that causes the buildup of abnormal proteins (amyloidosis)</li><li>Connective tissue disorders</li></ul>","Cardiology, Case 15, Heart"
"1568435","2015-05-25 12:10:17","1301033","3.1700","171","76","C","5","<p>Mr Coeur comes to see you in the GP surgery after having been diagnosed with heart failure. He becomes very tired and breathless on the short walk from the GP waiting room to the consultation room, walking very slowly, rubbing his chest and having to stop multiple times to catch his breath. After sitting down for the rest of the 10 minute consultation he is comfortable, got his breath back and seems much chirpier.&nbsp;</p><p>&nbsp;</p><p>Using the&nbsp;New York Heart Association (NYHA) Functional Classification of heart failure, which class would you record&nbsp;Mr Coeur under?</p>","<p>Class I</p>","<p>Class II</p>","<p>Class III</p>","<p>Class IV</p>","<p>Class V</p>","<p>The New York Heart Association (NYHA) Functional Classification provides a simple way of classifying the extent of heart failure. It places patients in one of four categories (there is <strong>no class V</strong>) based on how much they are limited during physical activity; the limitations/symptoms are in regard to normal breathing and varying degrees in shortness of breath and/or angina pain.</p><p>&nbsp;</p><p>NYHA Class Symptoms<br /><strong>I:&nbsp;</strong>Cardiac disease, but no symptoms and no limitation in ordinary physical activity, e.g. no SOB when walking, climbing stairs etc.<br /><strong>II:&nbsp;</strong>&nbsp;Mild symptoms (mild shortness of breath and/or angina) and slight limitation during ordinary activity.<br /><strong>III</strong> Marked limitation in activity due to symptoms, even during less-than-ordinary activity, e.g. walking short distances (20&ndash;100 m).<br />Comfortable only at rest.<br /><strong>IV</strong> Severe limitations. Experiences symptoms even while at rest. Mostly bedbound patients.</p><p><img src=""http://reliantheart.com/wp-content/uploads/2013/04/nyha-classes1-4.jpg"" alt="""" width=""496"" height=""264"" /></p>","Case 15, Heart, Heart failure"
"1569647","2015-05-25 19:25:36","1301400","3.0300","173","71","A","5","<p>The ginger bearded medical student, having locked himself in his room over the last fortnight or so to revise, has noticed he develops a dry mouth, abdominal discomfort, a constricted chest, hyperventilations, palpitations, blurred vision and dizziness whenever everyone mentions that he should leave his room and go outside of the house for a bit. &nbsp;</p><p>&nbsp;</p><p>What is he suffering from?</p>","<p>Agorphobia&nbsp;</p>","<p>Arachnophobia</p>","<p>Depression</p>","<p>General anxiety disorder</p>","<p>Panic disorder</p>","<p>He develops the classic symptoms of anxiety when anyone mentions going outside. &nbsp;Fear of leaving the house and going outside is agorphobia. &nbsp;</p><p>&nbsp;</p><p>B - phobia of spiders.</p><p>C - characterised by 3 core symptoms (low mood, anhedonia, anergia) and associated symptoms.</p><p>D - persistent and chronic anxiety.</p><p>E - repeated sudden attacks of overwhelming anxiety with severe physical symptoms.</p><p>&nbsp;</p><p>Treatment for anxiety is benzodiazepines, barbiturates, SSRIs and beta blockers, as well as psychological therapies which endorse relaxation techniques and anxiety management.</p>","Anxiety, Case 12"
"1569838","2015-05-25 20:19:03","c1302922","2.4700","185","88","D","5","<p>Here is a diagram of a measles virus:</p><p><img src=""../images/view.php?file=115139"" alt=""no description"" /></p><p>What is the role of the&nbsp;<strong>F (Fusion)&nbsp;</strong>protein on the outside of the cell?</p>","<p>Host cell lysis by virus</p>","<p>Neutralising the host cell</p>","<p>Viral adhesion</p>","<p>Viral penetration</p>","<p>Viral protection</p>","<p>Measles have an F (fusion) protein to allow viral and host cell membrane fusion, viral penetration and haemolysis and an H (Haemagglutinin) protein which is responsible for binding of virus to cells.</p>","Immunology, Virology, Case 9"
"1570005","2015-05-25 21:16:32","c1301466","3.1200","170","76","A","5","<p>From where is this histological slide most likely to be taken from?</p><p><img src=""../images/view.php?file=115154"" alt=""no description"" /></p>","<p>Epiphyseal plate</p>","<p>Eustachian tube</p>","<p>Intevertebral disc</p>","<p>Menisci</p>","<p>Pubic symphysis</p>","<p>The image is of hyaline cartilage.</p><p>B- elastic</p><p>CDE - all fibrocartilage</p>","Case 1, PCS, Case 14, Histology"
"1570051","2015-05-25 21:33:35","1300463","3.3400","168","67","A","5","<p>A 57-year-old male patient, Mr Barrett, presents to his GP with persistent indigestion. &nbsp;This is an indication for referral for an endoscopy.</p><p>&nbsp;</p><p>When Mr Barrett gets the result of his endoscopy, it is noted that there is no ulceration of the stomach or duodenum, however a degree of the aptly named 'Barrett's oesophagus' is present.</p><p>&nbsp;</p><p>What is the likely histological finding in Mr Barrett's oesophagus?</p>","<p>Abnormal presence of columnar epithelium in the lower oesophagus, where there should be squamous epithelium.</p>","<p>Abnormal presence of cuboidal epithelium in the lower oesophagus, where there should be columnar epithelium.</p>","<p>Abnormal presence of cuboidal epithelium in the lower oesophagus, where there should be squamous epithelium.</p>","<p>Abnormal presence of squamous epithelium in the lower oesophagus, where there should be columnar epithelium.</p>","<p>Abnormal presence of squamous epithelium in the lower oesophagus, where there should be cuboidal epithelium.</p>","<p>Barrett's oesophagus is when there is proximal displacement of the 'z-line', or the squamocolumnar junction. &nbsp;This occurs in repeated gastro-oesophageal reflux, and is most common in middle-aged obese men. &nbsp;</p><p>&nbsp;</p><p>Barrett's oesophagus is a form of metaplasia, so increases risk of cancer development: 0.12-0.5% of Barrett's oesophagus patients develop oesophageal adenocarcinoma each year.</p><p>&nbsp;</p><p>Source: Kumar and Clark's Clinical Medicine&nbsp;</p>","Abdomen, Gastroenterology, Gastrointestinal System, Year 1 Revision, Case 3"
"1570169","2015-05-25 22:08:34","1302245","3.0500","180","82","C","5","<p>In atherosclerotic disease, what cells take up the oxidised LDL within the intima?&nbsp;</p>","<p>Endothelial cells&nbsp;</p>","<p>Foam cells&nbsp;</p><p>&nbsp;</p>","<p>Macrophages&nbsp;</p>","<p>Monocytes&nbsp;</p>","<p>Smooth muscle cells&nbsp;</p>","<p><img src=""../images/view.php?file=115161"" alt=""no description"" /></p><p>&nbsp;</p><p>Case 5; Case 17&nbsp;</p><p>&nbsp;</p><p>Learning Outcome (Case 17):&nbsp;Understanding of pathophysiology of atherosclerotic disease and influence of risk factors (dyslipidaemia, hypertension, smoking and diabetes)</p>","Case 17, Case 5"
"1570179","2015-05-25 22:10:44","c1301466","3.1800","175","72","B","5","<p>Which of these cranial nerves carries parasympathetic fibres</p>","<p>2</p>","<p>3</p>","<p>4</p>","<p>5</p>","<p>6</p>","<p>3,7,9 and 10 carry Parasympathetic fibres.<img src=""../images/view.php?file=115162"" alt=""no description"" /></p>","Nerves, Neurology, PCS, Case 16"
"1570228","2015-05-25 22:21:03","c1301466","2.6800","163","80","E","5","<p>What is anxiety?</p>","<p>Catatonia</p>","<p>Disease</p>","<p>Disorder</p>","<p>Psychoses</p>","<p>Symptom</p>","<p>Anxiety is a symptom. It can occur in many other illnesses but you need to first rule out more common general medical causes before an anxiety disorder can be diagnosed. It becomes a medical problem when it spans out and the patient experiences other symptoms, causing the person impairment and distress</p><p>&nbsp;</p><p>Anxiety disorders can be classified into:</p><ul><li>Social AD</li><li>Generalised AD</li><li>specific phobia</li><li>OCD</li><li>PTSD</li><li>Panic disorder with/without agoraphobia</li></ul><p>Anxiety is a disproportionate emotional experience (fear etc.) with a discrete onset. It is not accounted for by personality</p><p>&nbsp;</p>","Case 12, Psychiatry"
"1570318","2015-05-25 22:46:47","c1301466","3.0800","163","75","B","5","<p>Which part of the brain, involved in the symptoms of depression, is most susceptible to atrophy when exposed to high levels of cortisol</p>","<p>Amygdala</p>","<p>Hippocampus</p>","<p>Substantia Nigra</p>","<p>Temporal lobe</p>","<p>Ventricles</p>","<p>One set of biochemical changes seen in unipolar depression is part of the hypothalamus-pituitary-adrenal axis:</p><ul><li>admin of exogenous steroids brings about depressive Sx (Cushing's demonstrate depressive episodes)</li><li>acute stress increases glucocorticoids</li><li>severe depression is associated with hypercortisolaemia as there is impaired glucocorticoid negative feedback.&nbsp;</li><li>exposure to high levels of cortisol directly affects neuronal plasticity and decreases resistance to neuronal damage. The hippocampus is very susceptible.&nbsp;</li><li>There is a decrease in glucocorticoid receptor sensitivity, so increase in HPA axis and pro-inflammatory cytokines.&nbsp;</li><li>neuronal apoptosises dysfunction of glial cells</li></ul>","Case 12, Psychiatry"
"1570336","2015-05-25 22:52:13","1300789","3.1600","159","70","A","5","<p>From which part of the vertebral column does this vertebrae originate?<img src=""https://svpow.files.wordpress.com/2013/03/wedel-and-taylor-2013-bifurcation-figure-3-human-cervical-vertebra.jpg"" alt=""vertebrae"" width=""1600"" height=""1453"" /></p>","<p>Cervical</p>","<p>Thoracic</p>","<p>Lumbar</p>","<p>Sacral</p>","<p>Coccygeal</p>","<p>This is the way I tell them apart;</p><ul><li>Cervical vertebrae have large, triangular vertebral foramen, no real transverse processes, and bifid spinous processes.</li><li>Thoracic vertebrae have small circular vertebral foramen, and big fat transverse processes.</li><li>Lumbar vertebrae have vetebral foramen that look like squashed circles, small thin transverse processes, and horizontal big fat spinous processes.</li><li>Sacral and coccygeal vertebrae are obvious as they make up the sacrum and coccyx.&nbsp;</li></ul>","Anatomy, Spine, Case 14, Year 1 Revision, year 1"
"1570341","2015-05-25 22:55:43","1301033","2.8800","161","76","D","5","<p>In case 15 wrap up we met a patient who had been given an&nbsp;Left ventricular assist devices (LVAD). Which of these statements about LVADs is&nbsp;<strong>true</strong>?</p>","<p>Implanting an LVAD is a good alternative to a heart transplant</p>","<p>LVADs are good but if the main battery power fails the patient can die within minutes</p>","<p>One end of the LVAD pump is connected to the left ventricle and the other end to the right ventricle</p>","<p>Symptoms and quality of life are significantly improved by LVADs&nbsp;</p>","<p>There is no way of telling whether a patient has had an LVAD just by looking at them</p>","<p><strong>D is correct. What difference do LVADs make to your patients&rsquo; lives?</strong><br />Most patients who are considered for an LVAD have a very limited quality of life before the operation. They feel tired, weak and are very breathless. Some have difficulty getting washed and dressed and they might not be able to leave the house.</p><p>As soon as the LVAD is implanted, the blood supply to the body returns to normal, so heart failure symptoms improve. Patients who have been too unwell to walk around are quickly able to get up and about. Many patients can soon return to other normal activities like driving and going on holiday; some of them even return to work.</p><p>&nbsp;</p><p><strong>A is incorrect</strong> as whilst LVADs are good at bridging the gap and prolonging life while waiting for a heart transplant a suitable heart transplant would still be preferrable. In some cases they are now being looked into as destination therapies but mainly are just a bridge to recovery or transplant.&nbsp;Ironically, because many patients get so much better after receiving an LVAD, some become a lower priority on the heart transplant list as a result. This is because there&rsquo;s often someone sicker (who doesn&rsquo;t have the device) who is more in need of a transplant.</p><p>The longest that we&rsquo;ve supported a patient for with an LVAD has been five and a half years. Nowadays, 80&ndash;85 per cent of patients are alive a year after having an LVAD fitted and 70&ndash;75 per cent after two years. This is fantastic considering that many of them would only have had a life expectancy of 12 months or less before their LVAD treatment</p><p>&nbsp;</p><p><strong>B is incorrect</strong> as if&nbsp;the main battery starts to run low, an alarm sounds to let the person know that it needs changing. An additional battery is always connected to the controller, so if one battery runs down, there is another to power the LVAD for several more hours. Additionally, there is back-up circuitry in the controller, so if the primary circuitry happens to fail, the back-up system kicks in. Modern LVADs are, therefore, very reliable and can support patients for years.</p><p>&nbsp;</p><p><strong>C is incorrect</strong> as&nbsp;implantation LVAD involves a big operation/open heart surgery as surgeon attaches one end of the LVAD pump to the left ventricle and the other end to the aorta. Blood flows from the ventricle into the LVAD. The device pumps the blood out into the aorta, where it then flows to the rest of the body.</p><p>&nbsp;</p><p><strong>E is incorrect</strong> as&nbsp;fine cable called the driveline connects the LVAD, which is inside the body, through the skin and to a controller, which is outside the body. The controller senses the function of the LVAD and controls the power to make it work. The controller connects to an external battery pack which would be visible to a doctor who knew what they were looking for.</p><p>&nbsp;</p><p>&nbsp;</p><p>https://www.bhf.org.uk/heart-matters-magazine/medical/lvads - Really good info on LVADs</p>","Cardiology, Case 15, Heart, Heart failure, surgery"
"1570358","2015-05-25 23:00:51","c1301466","3.0400","168","76","B","5","<p>From these options, where would you find the greatest concentration of BDNF?</p>","<p>cerebellum</p>","<p>hippocampus</p>","<p>lateral ventricles</p>","<p>midbrain</p>","<p>thalamus</p>","<p>There are some biochemical changes are associated with unipolar depression. One of these theories involved BDNF</p><p>&nbsp;</p><p>Brain Derived Neurotrophic Factor:</p><ul><li>maintains health interaction between glial cells and neurones</li><li><strong>greatest concentration in the hippocampus and cerebral cortex</strong></li><li>promotes cell growth and long-term potentiation (strengthening of synapses--&gt; memory)</li><li>reduced under stressful conditions</li><li>levels normalise with antidepressants</li><li>potential depression marker</li></ul><p>&nbsp;</p>","Case 12, Psychiatry"
"1570377","2015-05-25 23:07:48","c1301466","3.0500","166","74","C","5","<p>To diagnose mild depression the patient will exhibit</p>","<p>1 core symptom + 2 associated</p>","<p>2 core symptoms + 1 associated</p>","<p>2 core symptoms + 2 associated</p>","<p>2 core symptoms + 3 associated</p>","<p>3 core symptoms + 4 associated</p>","<p>the core symptoms are</p><ol><li>low mood</li><li>anhedonia</li><li>anergia</li></ol><p>the associated symptoms of depression are:</p><ul><li>decreased concentration/attention</li><li>reduced self esteem, confidence</li><li>guilt</li><li>worthlessness</li><li>pessimistic outlook</li><li>suicidal ideation and self harm</li><li>disturbed sleep</li><li>anorexia</li></ul><p>C = mild</p><p>D= moderate</p><p>E=severe</p><p>&nbsp;</p><p>This doesn't mean to say that a diagnosis of depression is a tick list. Core subjective experience is relied upon</p>","Case 12, Psychiatry"
"1570383","2015-05-25 23:11:31","1300789","2.9800","145","65","E","5","<p>Which of the following ligaments runs inside the vertebral column and holds the lamina together?</p>","<p>Posterior longitudinal ligament</p>","<p>Intertransverse ligament</p>","<p>Intraspinous ligament</p>","<p>Supraspinous ligament</p>","<p>Ligamentum flavum</p>","<p><img src=""http://www.coloradospineinstitute.com/graphic/bvlicense/15_dp_ligaments.gif"" alt=""spine ligaments"" width=""300"" height=""260"" /></p><ul><li>Ligamentum flavum runs inside the vertebral column from lamina to lamina, holding the lamina together.</li><li>Interspinous ligaments link adjacent spinous processes and run from the upper edge of one spinous process to the lower edge of the next.</li><li>Supraspinous ligament connects the tips of the spinous processes, and merges with the interspinous ligament.</li><li>Intertransverse ligament connects adjacent spinous processes.</li><li>The posterior longitundal ligament runs within the vertebral canal along the posterior aspect of the vertebral bodies.</li></ul>","Anatomy, Spine, Case 14"
